Education,Marital_Status,Income,Recency,Wine,Fruit,Meat,Fish,Sweet,Gold,Age,Spent,Living_With,Children,Total_Purchases,Total_Campaign,Cluster
4,5,53374.0,34,896,10,101,13,10,34,55,963,1,1,21,1,3
2,5,71706.0,16,931,56,253,91,98,14,65,1190,1,1,25,0,3
2,3,68487.0,48,758,12,385,33,89,89,36,981,1,0,30,0,3
3,5,53253.0,61,216,9,57,20,9,125,49,379,1,2,19,0,1
0,2,31163.0,54,2,3,10,11,2,10,51,28,0,1,5,0,0
2,3,42014.0,56,244,15,108,4,15,50,47,328,1,1,20,0,1
3,3,54108.0,74,539,6,91,8,6,97,51,656,1,2,32,0,1
4,4,49667.0,35,1181,26,120,17,13,39,69,1276,0,0,22,1,2
3,3,63206.0,65,750,8,125,11,8,26,50,803,1,0,14,1,3
3,3,57136.0,48,306,5,109,21,109,92,52,533,1,2,26,0,1
0,5,46772.0,88,350,104,189,197,151,57,49,859,1,1,30,1,3
4,3,78931.0,19,331,197,170,58,152,35,53,773,1,0,24,0,3
2,5,53977.0,21,620,16,165,0,24,82,66,742,1,1,27,0,3
2,3,84219.0,27,434,137,400,45,137,45,36,798,1,0,18,0,3
3,4,46098.0,86,57,0,27,0,0,36,49,93,0,2,11,0,0
2,3,73538.0,92,811,76,428,99,137,107,59,1230,1,1,26,0,3
2,3,79529.0,1,423,42,706,73,197,197,38,932,1,0,22,0,3
0,5,20981.0,14,2,12,10,6,13,30,47,63,1,0,7,0,1
2,4,51766.0,74,60,51,87,6,20,51,44,188,0,1,12,0,0
2,3,55759.0,84,675,0,85,10,7,77,62,769,1,1,26,0,3
2,3,33039.0,4,30,8,12,8,8,12,46,66,1,1,7,0,1
3,3,37787.0,50,40,1,40,4,3,18,52,66,1,1,7,0,1
2,4,27242.0,2,3,17,26,20,1,39,54,80,0,1,7,0,0
4,4,87188.0,73,910,111,724,49,74,55,41,1199,0,0,19,0,2
2,5,69930.0,21,252,98,827,219,70,196,53,835,1,0,22,0,3
2,4,37697.0,82,34,6,21,11,4,8,48,63,0,1,7,0,0
4,3,37401.0,14,19,3,19,3,1,3,51,29,1,1,7,0,1
2,4,3502.0,56,2,1,1,0,0,1,51,4,0,1,0,0,0
2,3,58597.0,20,490,0,184,10,28,21,48,549,1,2,32,0,1
4,6,82032.0,54,332,194,377,149,125,57,76,857,0,0,17,0,2
2,5,28087.0,77,53,8,17,13,0,21,66,95,1,2,9,0,1
4,4,74004.0,5,784,48,560,42,176,48,37,1098,0,0,15,2,2
2,5,19740.0,65,7,11,3,10,4,20,64,52,1,1,7,0,1
0,3,57036.0,33,1171,43,219,19,14,47,49,1294,1,1,26,1,3
0,5,53083.0,65,215,7,33,3,0,13,66,238,1,2,17,1,1
4,3,69283.0,41,674,62,134,0,26,8,49,770,1,1,27,0,3
3,4,46098.0,86,57,0,27,0,0,36,49,93,0,2,11,0,0
0,3,23331.0,92,5,36,7,0,10,45,36,96,1,1,8,0,1
0,4,23331.0,97,104,20,101,24,15,5,36,168,0,1,17,0,0
2,4,9255.0,91,9,0,7,2,0,4,35,15,0,1,5,0,0
4,6,67786.0,0,431,82,441,80,20,102,65,715,0,0,16,0,2
4,3,71969.0,59,1000,0,76,0,0,10,53,1010,1,1,19,1,3
3,4,59235.0,4,448,40,469,80,0,91,57,659,0,1,28,0,2
2,5,31928.0,5,33,4,24,4,2,5,35,48,1,1,9,0,1
3,5,74881.0,48,505,72,270,36,27,54,63,694,1,2,27,0,3
2,3,65819.0,99,267,38,701,149,165,63,46,682,1,0,20,0,3
4,4,51411.0,81,14,0,3,0,0,1,71,15,0,3,4,0,0
2,2,51983.0,95,631,0,115,10,7,30,60,678,0,1,24,0,2
3,5,42386.0,43,65,4,16,0,4,11,38,84,1,1,7,0,1
0,3,30390.0,5,10,12,12,25,1,20,37,68,1,0,6,0,1
2,4,30983.0,50,51,4,50,12,1,49,61,117,0,0,8,0,0
2,6,66033.0,76,293,35,179,46,59,65,67,498,0,1,20,0,2
0,3,37284.0,46,11,1,2,2,1,6,49,21,1,2,4,0,1
3,2,57530.0,68,50,1,27,6,7,1,73,65,0,1,7,0,0
0,3,76800.0,33,173,26,255,35,71,81,59,386,1,0,16,0,3
2,3,63943.0,50,423,184,368,13,97,21,68,738,1,1,17,0,3
2,5,76081.0,85,292,30,415,63,33,200,62,618,1,0,14,1,3
2,3,67445.0,63,757,80,217,29,80,11,50,957,1,1,32,0,3
3,3,37054.0,89,12,1,6,0,1,5,57,19,1,2,6,0,1
3,5,47175.0,81,167,2,44,6,2,19,62,196,1,2,17,1,1
2,2,31859.0,77,3,1,3,8,0,5,48,17,0,1,4,0,0
2,2,27215.0,50,30,5,22,8,9,28,63,80,0,3,11,0,0
4,2,70179.0,10,532,88,168,69,44,133,48,866,0,1,26,0,2
2,3,39922.0,30,29,12,59,19,1,36,41,97,1,1,9,0,1
3,3,49681.0,66,411,0,26,0,0,21,48,432,1,2,21,0,1
2,3,24645.0,16,5,3,4,4,1,0,36,13,1,1,4,0,1
2,2,79865.0,12,71,99,278,185,121,38,70,514,0,1,21,0,2
2,3,44322.0,30,46,0,40,3,0,3,39,52,1,1,8,0,1
2,4,47958.0,8,268,11,88,15,3,22,72,319,0,1,16,0,0
3,4,63972.0,93,928,63,254,0,12,12,60,1015,0,1,23,1,2
2,5,75315.0,14,459,15,171,142,23,31,70,670,1,1,23,0,3
4,3,55517.0,53,483,0,108,0,6,36,74,525,1,2,23,0,1
4,3,75283.0,26,733,9,180,12,19,66,67,839,1,3,25,0,1
4,4,82800.0,23,1006,22,115,59,68,45,78,1200,0,0,26,2,2
2,3,38998.0,92,34,1,14,0,0,5,70,40,1,2,8,0,1
3,4,90638.0,29,1156,120,915,94,144,96,33,1610,0,0,18,1,2
3,3,27161.0,41,7,4,23,7,0,11,38,29,1,1,5,0,1
2,3,42014.0,56,244,15,108,4,15,50,47,328,1,1,20,0,1
4,5,38201.0,19,233,0,23,0,0,12,64,245,1,1,15,0,1
2,5,45203.0,4,35,3,67,10,8,24,42,80,1,2,8,0,1
4,5,81574.0,89,1252,0,465,46,35,0,77,1333,1,0,18,2,3
2,3,34935.0,71,34,4,66,3,10,20,32,71,1,0,8,0,1
3,4,60482.0,81,255,43,134,37,14,24,48,373,0,1,17,0,0
2,5,34633.0,31,8,1,5,0,0,1,68,10,1,3,4,0,1
3,5,78093.0,53,368,32,639,13,43,10,77,466,1,0,17,0,3
2,2,82460.0,78,255,47,573,52,32,15,74,401,0,0,15,0,2
3,5,45903.0,80,33,8,10,2,10,3,58,56,1,1,8,0,1
2,2,81361.0,18,163,23,424,27,65,76,37,354,0,0,27,0,2
4,2,35860.0,37,15,0,8,4,2,20,51,41,0,2,6,1,0
3,5,40442.0,52,45,12,52,25,22,13,72,117,1,2,12,0,1
2,3,61482.0,39,48,58,68,16,66,43,59,231,1,0,12,0,1
2,3,34968.0,11,158,6,45,8,2,2,44,176,1,1,17,0,1
2,3,75794.0,33,754,160,625,63,32,48,37,1057,1,0,25,1,3
4,5,31497.0,22,108,1,28,13,1,4,62,127,1,1,10,0,1
2,3,74268.0,83,199,66,315,97,174,41,69,577,1,0,13,0,3
1,5,13724.0,43,2,7,5,2,15,27,36,53,1,1,5,1,1
3,5,45143.0,74,202,5,74,11,5,14,59,237,1,1,15,0,1
4,4,52569.0,54,85,0,3,0,0,7,57,92,0,1,7,0,0
4,4,48432.0,3,322,3,50,4,3,42,51,374,0,1,19,0,0
3,5,17144.0,96,18,2,19,0,2,6,64,28,1,2,12,0,1
2,4,36108.0,68,141,8,129,3,11,47,40,210,0,1,15,1,0
2,3,76445.0,2,739,107,309,140,80,35,53,1101,1,1,21,0,3
4,3,36663.0,40,18,0,6,3,3,5,49,29,1,1,6,0,1
3,3,53843.0,64,378,0,88,19,4,73,59,474,1,1,20,0,1
3,3,90226.0,26,1083,108,649,253,151,108,68,1703,1,0,24,1,3
3,2,70638.0,69,1016,12,215,16,12,63,69,1119,0,0,20,1,2
2,5,44512.0,57,23,1,6,0,0,2,64,26,1,2,6,0,1
2,3,27116.0,78,12,1,21,2,2,3,63,20,1,2,7,0,1
4,3,54072.0,71,35,0,4,0,0,0,61,35,1,2,5,0,1
2,3,71855.0,59,548,31,422,0,112,28,47,719,1,1,25,0,3
0,4,51250.0,28,342,32,230,34,32,40,34,480,0,1,24,1,0
3,3,60432.0,61,365,3,15,4,3,11,51,386,1,1,19,0,1
4,3,65526.0,22,397,19,69,12,0,9,60,437,1,1,17,0,1
2,4,68655.0,95,456,19,832,75,118,38,36,706,0,0,21,0,2
0,3,12393.0,38,5,6,15,11,7,13,46,42,1,0,6,0,1
2,4,64509.0,19,836,185,575,24,25,77,34,1147,0,0,19,1,2
2,4,33955.0,92,100,2,128,23,7,10,49,142,0,1,15,0,0
2,3,31353.0,24,10,0,10,3,1,7,47,21,1,2,6,0,1
2,3,55434.0,21,238,115,215,169,69,76,40,667,1,1,24,0,3
2,5,28359.0,35,6,0,5,2,1,2,41,11,1,1,4,0,1
2,4,57100.0,9,158,11,99,15,11,17,37,212,0,1,14,0,0
2,3,69139.0,23,86,12,75,33,15,6,59,152,1,1,11,0,1
3,3,52973.0,92,856,0,76,12,9,199,68,1076,1,1,31,0,3
4,5,51717.0,55,98,1,17,0,1,5,59,105,1,1,8,1,1
2,3,18793.0,14,4,16,20,0,17,20,53,57,1,1,9,0,1
0,5,66664.0,78,398,96,447,220,96,32,42,842,1,0,19,0,3
2,4,50664.0,64,313,8,104,6,4,126,65,457,0,2,24,0,0
2,5,54414.0,49,109,18,16,24,26,18,61,195,1,2,13,0,1
4,3,54549.0,8,216,2,6,0,0,9,72,227,1,1,12,0,1
4,6,47111.0,35,595,71,153,120,112,41,53,939,0,1,21,0,2
4,2,41003.0,11,123,133,142,71,44,88,61,459,0,0,17,0,2
2,5,19444.0,8,16,0,23,3,2,10,42,31,1,1,10,0,1
0,5,36301.0,53,11,12,35,3,5,12,48,43,1,1,7,0,1
4,5,73059.0,36,410,112,420,0,82,71,77,675,1,1,26,0,3
4,5,42731.0,64,159,2,51,6,2,24,55,193,1,1,13,0,1
4,3,52854.0,43,105,0,10,0,1,0,65,106,1,2,9,0,1
2,5,22775.0,40,5,1,8,0,0,1,46,7,1,1,4,0,1
4,5,46681.0,52,269,15,69,15,19,38,76,356,1,2,16,0,1
4,3,59821.0,11,629,0,70,0,0,35,69,664,1,1,26,0,3
2,2,50002.0,21,443,5,71,21,16,82,70,567,0,1,19,0,0
2,3,69755.0,23,217,77,373,111,23,93,79,521,1,0,22,0,3
2,3,44078.0,17,24,1,10,2,0,4,55,31,1,2,7,0,1
3,5,30560.0,6,9,1,5,4,5,7,48,26,1,1,5,0,1
3,5,35924.0,56,8,0,14,2,3,7,55,20,1,2,5,0,1
4,2,64140.0,71,1459,0,61,0,15,215,60,1689,0,2,18,3,2
2,5,56386.0,51,230,48,214,13,32,75,43,398,1,2,25,0,1
1,5,24594.0,94,1,3,6,10,0,9,45,23,1,1,5,0,1
0,5,75774.0,27,340,21,134,258,14,56,43,689,1,1,21,0,3
3,2,39228.0,1,7,1,6,0,3,3,64,14,0,0,4,0,0
3,3,58494.0,56,298,7,68,4,0,19,50,328,1,1,16,0,1
2,4,58684.0,71,479,35,179,28,7,85,43,634,0,0,21,1,2
2,2,57136.0,18,267,140,599,34,12,127,57,580,0,0,20,0,2
4,6,56551.0,48,67,4,32,17,2,16,74,106,0,2,10,0,0
2,3,22448.0,86,3,1,8,23,2,18,42,47,1,1,9,0,1
2,4,82014.0,48,980,37,265,35,163,31,63,1246,0,0,22,0,2
2,6,34213.0,2,50,4,28,6,3,26,61,89,0,2,9,0,0
2,5,157146.0,13,1,0,1725,2,1,1,47,5,1,0,28,0,3
4,6,25358.0,57,19,0,5,0,0,8,77,27,0,1,6,0,0
3,4,35544.0,77,30,5,23,4,1,4,46,44,0,1,6,0,0
3,5,36634.0,0,213,9,76,4,3,30,70,259,1,1,15,0,1
4,3,62670.0,57,539,30,92,80,46,38,70,733,1,1,22,0,3
0,5,50334.0,24,284,16,160,84,16,134,52,534,1,1,23,0,3
2,4,72066.0,55,1003,34,536,134,51,34,43,1256,0,0,17,2,2
4,4,50729.0,62,239,13,143,45,4,52,66,353,0,2,24,0,0
2,5,34916.0,89,51,23,82,33,0,42,56,149,1,2,13,0,1
2,2,64892.0,77,527,24,230,32,24,65,48,672,0,1,24,0,2
2,4,43602.0,45,19,5,12,10,3,19,58,56,0,2,9,0,0
4,4,33996.0,46,40,2,15,8,0,6,35,56,0,0,6,0,0
0,4,41473.0,80,21,8,20,15,3,9,39,56,0,1,6,0,0
4,3,63246.0,60,593,30,91,29,22,7,57,681,1,2,22,0,1
4,3,36732.0,71,21,5,3,10,1,7,65,44,1,2,9,0,1
4,3,69084.0,43,1181,107,199,39,30,30,54,1387,1,1,25,0,3
4,3,77766.0,97,1004,59,265,115,59,27,57,1264,1,1,34,1,3
4,4,37929.0,49,202,2,46,3,2,10,39,219,0,0,13,2,0
2,5,86610.0,66,446,107,768,33,196,53,73,835,1,0,18,0,3
3,3,80141.0,20,1184,102,673,52,40,40,38,1418,1,0,22,1,3
0,3,72635.0,54,390,22,323,104,35,107,69,658,1,0,21,1,3
2,3,69016.0,61,726,53,363,123,107,161,54,1170,1,1,34,0,3
0,5,20193.0,18,8,8,22,24,11,9,33,60,1,0,7,0,1
2,3,27573.0,45,50,15,110,39,15,15,49,134,1,1,14,0,1
1,4,15862.0,26,1,1,4,11,9,10,45,32,0,1,5,0,0
4,3,49544.0,0,308,0,73,0,0,23,48,331,1,1,16,0,1
2,3,33228.0,28,22,2,31,7,4,5,44,40,1,1,6,0,1
2,5,70440.0,49,690,117,499,76,102,88,46,1073,1,0,23,1,3
2,5,38232.0,84,43,5,28,7,6,33,53,94,1,2,11,0,1
4,3,22554.0,38,27,0,10,0,0,4,69,31,1,2,10,0,1
4,3,23536.0,53,6,0,3,0,0,1,41,7,1,1,4,0,1
2,3,49413.0,88,205,7,41,3,2,46,72,263,1,1,13,0,1
2,3,42231.0,99,24,0,8,0,1,4,55,29,1,2,5,0,1
3,2,78789.0,12,667,50,850,21,83,83,44,904,0,0,16,0,2
2,5,56534.0,35,691,7,61,10,0,46,56,754,1,1,25,2,3
2,4,58350.0,5,493,26,206,116,80,80,53,795,0,1,27,0,2
2,4,81217.0,77,493,70,324,146,40,84,35,833,0,0,22,0,2
2,4,49090.0,45,494,5,82,7,0,100,73,606,0,1,21,0,0
3,2,61787.0,71,621,73,414,78,48,85,37,905,0,0,19,0,2
4,3,18169.0,40,9,0,5,0,0,7,39,16,1,1,4,0,1
0,4,24336.0,82,1,6,2,8,2,12,43,29,0,1,4,0,0
2,3,18222.0,70,12,4,19,12,6,14,34,48,1,0,6,0,1
2,2,62335.0,87,243,131,217,85,6,26,72,491,0,1,21,0,2
0,5,42033.0,95,11,1,4,2,0,7,53,21,1,2,4,0,1
4,3,86580.0,72,532,21,127,26,20,20,41,619,1,0,11,1,3
4,2,41437.0,5,29,0,2,0,0,1,67,30,0,2,5,0,0
3,6,73705.0,86,612,91,520,258,107,107,73,1175,0,2,25,0,2
2,3,61064.0,80,387,126,342,0,45,180,48,738,1,1,28,0,3
3,3,38452.0,62,56,0,14,0,0,2,69,58,1,2,9,0,1
2,4,18358.0,49,6,8,19,16,4,4,35,38,0,1,10,0,0
4,5,55012.0,85,582,0,65,0,0,13,51,595,1,1,25,0,1
1,5,9722.0,7,6,17,16,6,16,42,51,87,1,1,11,0,1
4,3,38175.0,6,70,6,69,2,3,3,40,84,1,1,11,0,1
3,5,58656.0,25,962,12,194,16,24,12,68,1026,1,1,32,1,3
2,5,52117.0,55,112,10,107,30,0,20,59,172,1,1,13,0,1
2,3,64813.0,81,293,0,124,179,97,52,46,621,1,1,20,0,3
4,3,54222.0,98,199,12,31,3,12,7,51,233,1,1,12,0,1
2,3,83512.0,31,1060,61,835,80,20,101,38,1322,1,0,22,4,3
3,3,77520.0,30,940,44,396,0,88,58,65,1130,1,1,23,3,3
2,5,41154.0,98,44,2,11,2,3,7,46,58,1,1,6,0,1
2,3,80398.0,92,342,51,936,207,35,26,58,661,1,0,26,1,3
1,4,18746.0,41,2,10,11,12,9,20,32,53,0,1,8,0,0
2,5,35196.0,68,75,12,141,43,39,187,40,356,1,1,18,0,1
2,4,60230.0,78,520,20,367,39,81,40,68,700,0,1,17,0,2
2,3,22108.0,46,5,3,9,6,2,6,47,22,1,2,7,0,1
2,5,44392.0,71,87,5,71,7,12,29,50,140,1,2,14,0,1
4,3,55424.0,6,462,61,184,10,53,107,48,693,1,1,25,1,3
2,3,17688.0,82,2,2,1,3,1,2,45,10,1,1,4,0,1
4,3,92491.0,71,979,44,935,29,25,22,41,1099,1,0,25,3,3
2,4,90273.0,32,704,129,853,120,74,111,33,1138,0,0,19,3,2
4,6,82571.0,28,861,31,558,62,95,79,62,1128,0,0,24,1,2
4,4,38513.0,20,172,3,115,16,0,18,42,209,0,1,17,0,0
3,4,16653.0,10,5,7,31,15,4,7,45,38,0,1,9,0,0
2,5,42586.0,7,194,2,56,0,0,0,69,196,1,2,16,0,1
1,4,23529.0,67,9,7,13,3,2,20,59,41,0,1,5,0,0
3,5,74881.0,48,505,72,270,36,27,54,63,694,1,2,27,0,3
2,3,71107.0,61,533,10,217,198,174,195,73,1110,1,1,28,0,3
4,5,46910.0,36,48,0,14,0,0,6,60,54,1,2,7,0,1
2,3,18690.0,77,6,1,7,23,4,19,65,53,1,0,5,0,1
2,2,37244.0,90,18,2,10,0,0,25,69,45,0,2,5,1,0
2,5,82427.0,35,482,147,509,104,107,107,58,947,1,0,21,1,3
0,4,75342.0,38,204,97,97,21,118,26,66,466,0,1,18,0,2
2,2,70044.0,46,1073,0,250,153,14,14,70,1254,0,1,26,0,2
2,4,79146.0,33,245,16,223,21,43,16,57,341,0,2,19,0,0
2,3,77437.0,70,560,21,442,29,44,29,61,683,1,0,23,1,3
2,3,54984.0,51,173,13,131,32,3,6,65,227,1,1,17,1,1
4,3,42403.0,18,22,1,11,0,5,3,53,31,1,1,5,0,1
2,5,55761.0,97,136,1,12,0,3,32,60,172,1,1,10,1,1
2,5,37292.0,32,275,0,86,10,23,66,41,374,1,1,19,0,1
4,4,45576.0,9,56,19,29,2,14,25,79,116,0,0,8,0,0
2,5,70321.0,6,303,23,751,82,26,191,77,625,1,0,25,0,3
4,2,58086.0,80,708,7,62,0,0,15,55,730,0,1,23,0,2
2,3,81795.0,74,324,132,693,27,118,88,72,689,1,0,23,0,3
1,5,28389.0,49,1,5,3,7,4,8,77,25,1,0,4,0,1
3,3,66835.0,21,620,26,195,34,17,141,78,838,1,0,24,0,3
2,2,69901.0,95,312,21,206,102,92,149,55,676,0,1,23,0,2
4,3,80360.0,56,1493,86,454,112,43,43,75,1777,1,0,15,3,3
4,5,63342.0,48,918,21,118,13,10,21,63,983,1,1,19,1,3
2,3,44989.0,26,98,0,106,49,10,106,50,263,1,1,16,0,1
0,4,31859.0,3,3,4,7,15,8,11,44,41,0,1,5,0,0
4,6,51569.0,39,380,0,47,6,0,34,75,420,0,1,19,1,0
2,6,30372.0,33,15,0,12,7,3,7,53,32,0,2,8,0,0
1,4,16014.0,42,3,9,4,7,8,7,45,34,0,2,10,0,0
2,3,41120.0,80,24,2,23,0,8,24,56,58,1,2,9,0,1
3,4,39763.0,9,80,1,60,4,6,16,53,107,0,1,10,0,0
4,3,38725.0,52,31,0,6,2,1,5,69,39,1,2,7,0,1
2,3,77981.0,78,138,120,204,16,126,60,52,460,1,1,21,0,3
0,3,62905.0,68,166,75,96,119,107,59,60,526,1,1,20,0,3
0,2,13533.0,45,12,3,8,8,0,17,45,40,0,1,7,0,0
2,5,59481.0,47,178,3,85,71,66,58,49,376,1,1,16,0,1
2,3,72117.0,34,707,20,171,65,60,50,47,902,1,1,26,0,3
0,3,21955.0,81,5,1,7,17,14,11,38,48,1,1,8,0,1
2,3,67131.0,72,465,71,250,93,35,62,68,726,1,1,26,0,3
4,4,36802.0,23,16,1,2,0,0,1,44,18,0,1,5,0,0
2,5,71853.0,29,358,108,413,141,97,32,42,736,1,0,17,0,3
1,3,28249.0,80,1,9,7,2,14,10,63,36,1,0,6,0,1
3,3,47808.0,30,123,1,26,2,0,72,49,198,1,1,10,1,1
4,2,25509.0,15,40,3,30,10,7,11,50,71,0,1,9,0,0
4,3,51012.0,86,102,9,63,2,9,24,78,146,1,0,10,0,1
2,4,70596.0,68,347,44,534,17,0,26,39,434,0,0,21,0,2
4,5,85431.0,54,376,53,462,168,53,53,72,703,1,0,17,0,3
2,3,42664.0,44,21,0,3,0,0,0,57,21,1,1,5,0,1
2,5,42586.0,7,194,2,56,0,0,0,69,196,1,2,16,0,1
2,4,29760.0,87,64,4,68,7,5,17,39,97,0,1,12,0,0
4,3,28973.0,59,206,0,46,3,2,12,47,223,1,0,13,0,1
4,5,39435.0,16,71,0,18,0,0,13,51,84,1,1,7,0,1
0,3,65370.0,1,71,22,112,138,89,29,40,349,1,0,19,0,3
1,4,20194.0,64,0,4,7,11,10,15,45,40,0,1,7,0,0
4,4,42473.0,72,93,1,21,0,4,25,48,123,0,2,10,0,0
2,3,64590.0,98,920,138,168,36,46,30,56,1170,1,0,24,0,3
2,5,71232.0,91,653,17,170,34,26,17,65,747,1,1,25,0,3
2,5,34600.0,8,199,33,60,8,3,15,53,258,1,2,17,0,1
2,4,46904.0,20,153,4,56,0,9,31,57,197,0,2,14,0,0
2,3,49094.0,6,376,0,38,11,8,69,51,464,1,1,20,0,1
2,5,36075.0,54,46,0,30,12,1,30,41,89,1,1,7,0,1
0,5,60839.0,72,600,21,128,223,150,128,45,1122,1,2,29,0,3
2,5,77298.0,46,425,115,292,23,35,79,45,677,1,1,24,0,3
2,5,34026.0,11,18,6,15,12,8,17,74,61,1,2,9,0,1
4,4,48918.0,21,52,0,9,0,0,1,61,53,0,2,7,0,0
0,5,82122.0,89,734,22,350,151,25,100,62,1032,1,0,26,1,3
2,4,37697.0,82,34,6,21,11,4,8,48,63,0,1,7,0,0
2,5,34074.0,69,135,1,41,10,1,67,72,214,1,2,14,1,1
3,3,28520.0,55,11,0,10,0,2,20,64,33,1,2,5,0,1
2,4,62535.0,13,163,48,90,0,45,52,69,308,0,1,14,0,0
3,4,36273.0,80,29,3,30,3,2,9,47,46,0,1,8,0,0
2,5,63404.0,97,734,26,70,11,44,17,60,832,1,2,15,1,3
0,5,75774.0,27,340,21,134,258,14,56,43,689,1,1,21,0,3
2,5,78416.0,99,453,38,279,188,38,183,48,900,1,1,26,0,3
2,5,75702.0,87,1073,0,629,145,37,37,50,1292,1,1,29,1,3
3,5,59385.0,85,135,0,10,0,4,36,73,175,1,2,10,0,1
2,4,37070.0,30,231,7,137,4,15,39,58,296,0,2,23,0,0
2,3,44689.0,82,18,0,5,0,0,11,73,29,1,2,6,1,1
2,5,53977.0,21,620,16,165,0,24,82,66,742,1,1,27,0,3
4,4,7144.0,92,81,4,33,5,2,291,58,383,0,2,25,0,0
2,4,18701.0,95,12,4,2,10,6,10,60,42,0,2,10,0,0
2,3,90369.0,2,292,51,981,224,23,17,68,607,1,0,17,0,3
4,4,63159.0,74,965,34,586,89,86,37,50,1211,0,0,17,1,2
2,5,37758.0,49,27,2,10,0,0,1,58,30,1,2,6,0,1
4,4,46757.0,71,777,30,163,0,51,122,61,980,0,1,21,0,2
3,3,79734.0,72,572,8,232,23,62,17,55,682,1,0,14,1,3
2,5,63207.0,68,438,169,565,91,169,70,32,937,1,0,12,1,3
2,2,72071.0,4,531,69,300,150,138,150,70,1038,0,1,20,0,2
4,5,21840.0,80,17,0,9,0,0,1,41,18,1,1,5,0,1
0,5,58582.0,15,402,35,106,101,77,42,42,657,1,1,22,1,3
2,4,72282.0,70,503,27,419,90,139,153,73,912,0,0,22,0,2
2,3,50387.0,91,369,9,87,12,14,34,68,438,1,2,19,0,1
4,5,32583.0,10,5,0,3,0,0,1,63,6,1,2,4,0,1
2,5,62568.0,99,362,17,398,80,35,61,62,555,1,1,16,1,3
3,2,44635.0,25,56,0,9,0,0,3,53,59,0,2,7,0,0
3,4,33316.0,34,79,1,31,4,4,12,53,100,0,2,10,0,0
2,3,63967.0,57,387,84,141,73,35,162,56,741,1,1,23,0,3
0,5,52513.0,84,367,17,241,104,188,232,46,908,1,0,25,0,3
2,3,25293.0,51,15,0,11,0,2,9,55,26,1,1,5,0,1
4,6,54111.0,97,267,6,54,8,3,50,59,334,0,1,15,0,0
2,5,78394.0,13,298,27,697,216,24,166,38,731,1,0,16,0,3
3,3,80739.0,92,674,92,736,39,0,92,66,897,1,0,24,0,3
3,5,22669.0,30,16,14,36,37,22,48,49,137,1,1,10,0,1
2,4,29236.0,30,37,4,24,16,9,9,37,75,0,1,9,0,0
2,5,44911.0,11,159,0,22,2,1,31,65,193,1,1,12,0,1
4,3,54693.0,72,686,17,142,23,26,35,62,787,1,1,31,0,3
2,5,48186.0,39,97,3,66,12,7,34,50,153,1,1,12,0,1
2,3,54809.0,0,63,6,57,13,13,22,47,117,1,2,12,0,1
2,5,41580.0,15,56,5,24,4,0,3,46,68,1,2,9,0,1
4,3,80336.0,12,209,19,456,160,142,66,54,596,1,0,25,0,3
2,3,47743.0,56,198,2,43,0,12,20,67,232,1,1,14,1,1
0,3,62972.0,39,313,15,47,20,0,192,69,540,1,1,16,0,1
4,2,57333.0,55,941,14,397,76,58,176,70,1265,0,1,33,0,2
4,5,32313.0,60,86,4,56,2,4,7,42,103,1,1,11,0,1
3,6,84953.0,73,167,48,602,63,72,72,71,422,0,0,18,3,2
3,2,27071.0,90,8,3,19,0,2,3,56,16,0,1,7,0,0
3,5,68148.0,86,389,66,408,37,57,85,67,634,1,0,15,0,3
3,5,65735.0,37,239,7,119,4,15,11,59,276,1,2,19,0,1
4,3,86836.0,7,179,21,273,0,21,63,49,284,1,0,23,3,3
4,3,4023.0,29,5,0,1,1,1,1,61,8,1,2,15,0,1
2,3,30093.0,19,2,6,28,13,4,16,34,41,1,0,6,0,1
4,3,57705.0,14,383,0,53,6,4,40,58,433,1,1,18,0,1
2,4,25008.0,72,2,8,8,6,1,9,36,26,0,1,6,0,0
0,4,83257.0,56,536,27,590,38,107,67,29,775,0,0,28,2,2
2,5,22280.0,85,2,1,4,3,1,2,49,9,1,1,4,0,1
4,3,72159.0,62,322,53,899,34,40,53,46,502,1,0,21,0,3
2,5,64260.0,1,539,169,816,20,0,30,63,758,1,0,14,0,3
4,4,82733.0,28,712,50,420,65,38,38,40,903,0,0,20,0,2
3,2,74290.0,70,1121,0,72,0,12,12,53,1145,0,1,32,2,2
3,4,58217.0,84,68,1,13,3,5,13,73,90,0,3,7,0,0
3,5,21024.0,89,36,4,18,6,2,18,48,66,1,0,7,0,1
4,3,70116.0,73,707,44,603,95,58,29,52,933,1,0,23,0,3
2,5,54006.0,42,174,77,203,6,24,97,39,378,1,1,18,0,1
4,3,69063.0,16,666,35,124,69,8,26,58,804,1,1,14,0,3
0,2,11448.0,16,0,0,0,6,2,6,49,14,0,0,4,0,0
2,4,61825.0,56,162,50,100,55,30,27,45,324,0,1,15,0,0
2,3,70886.0,65,407,70,239,103,88,53,53,721,1,1,14,0,3
2,3,69109.0,10,823,25,459,124,29,95,42,1096,1,0,20,1,3
2,6,60208.0,13,488,23,71,15,0,59,51,585,0,2,29,1,0
3,5,32889.0,78,28,0,13,4,2,8,56,42,1,2,9,0,1
2,4,34738.0,51,3,2,10,3,0,2,40,10,0,1,5,0,0
3,5,30538.0,27,284,0,52,8,3,20,53,315,1,1,17,0,1
0,5,82326.0,30,938,142,754,159,81,183,47,1503,1,0,22,3,3
4,2,26642.0,71,13,2,15,2,2,8,57,27,0,1,7,0,0
